Question	Comment
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"A city that optimizes resources and use modern technologies to improve its residents lives. A city with limited suburban sprawl (San Antonio has a huge problem with that and apparently no one is doing anything about it), mixed used areas with medium/high density living buildings with condos at higher floors and retail space at street level (not just at the Pearl or Downtown, but everywhere), effective frequent and reliable public transportation including busses and light railway system, frequent train connections with other cities (it's ridiculous to have only one train per day to Austin that takes 3 hours to arrive there)."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Walkability/ public transport; environmental sustainability; connectedness esp public health info and resources 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"City-wide WiFi, rail/tram systems."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Cities that have moved past car-dependent policies of the 1940s and 50s. San Francisco has an excellent public transit system and discourages cars in urban areas. It is great for residents and tourists alike to get around. There are fantastic city planning YouTube channels that give more info about public transit and city planning as it relates to car dependency
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Better safety and cheaper ways to transport
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Public Transit!!
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Doing the most for the city and it's people using the best, affordable resources available at the time knowing that innovation does not stop."
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Public transportation and walkable communities 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Heavy reliance on public transportation (buses, train), solar panels on every skyscraper, biodiverse parks and landscapes, water collection, rip out concrete drainage ditches and replace with living green ways to promote filtration, educate people about the importance of farming/native gardens"
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Test
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Cleaner and better developed
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Safety
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Very innovative and energy savvy. 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Easy to use technology 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Pretty cities with great technology
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Community
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	Well a lot of technology that’s for sure but I also see a lot of distractions due to technology 
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	More computer based services.
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	"Accessible Information to all, where to go for help fast"
"Comments: 6. When you see the term ""smart cities"" what comes to mind? /Cuando ve el término ""ciudades inteligentes"", ¿qué viene a su mente? [#144541]"	I would see it as a city that is hands on with more technology 
